GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJZAE001,NAME_M,AJZAM001
"G5106400","2014-2018",,,"Virginia","51","Galax city","640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Galax city, Virginia",31938,"Galax city, Virginia",3916
"G5106500","2014-2018",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton city, Virginia",54550,"Hampton city, Virginia",1491
"G5106600","2014-2018",,,"Virginia","51","Harrisonburg city","660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrisonburg city, Virginia",43893,"Harrisonburg city, Virginia",2962
"G5106700","2014-2018",,,"Virginia","51","Hopewell city","670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopewell city, Virginia",40497,"Hopewell city, Virginia",3873
"G5106780","2014-2018",,,"Virginia","51","Lexington city","678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington city, Virginia",36466,"Lexington city, Virginia",7238
"G5106800","2014-2018",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynchburg city, Virginia",43374,"Lynchburg city, Virginia",1665
"G5106830","2014-2018",,,"Virginia","51","Manassas city","683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manassas city, Virginia",78462,"Manassas city, Virginia",3991
"G5106850","2014-2018",,,"Virginia","51","Manassas Park city","685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manassas Park city, Virginia",80667,"Manassas Park city, Virginia",7690
"G5106900","2014-2018",,,"Virginia","51","Martinsville city","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martinsville city, Virginia",33224,"Martinsville city, Virginia",3916
"G5107000","2014-2018",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport News city, Virginia",51884,"Newport News city, Virginia",1249
"G5107100","2014-2018",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norfolk city, Virginia",49146,"Norfolk city, Virginia",990
"G5107200","2014-2018",,,"Virginia","51","Norton city","720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norton city, Virginia",28071,"Norton city, Virginia",6418
"G5107300","2014-2018",,,"Virginia","51","Petersburg city","730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersburg city, Virginia",36135,"Petersburg city, Virginia",1580
"G5107350","2014-2018",,,"Virginia","51","Poquoson city","735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poquoson city, Virginia",96831,"Poquoson city, Virginia",4475
"G5107400","2014-2018",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portsmouth city, Virginia",50224,"Portsmouth city, Virginia",1622
"G5107500","2014-2018",,,"Virginia","51","Radford city","750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radford city, Virginia",36743,"Radford city, Virginia",6295
"G5107600","2014-2018",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond city, Virginia",45117,"Richmond city, Virginia",1265
"G5107700","2014-2018",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roanoke city, Virginia",43028,"Roanoke city, Virginia",1367
"G5107750","2014-2018",,,"Virginia","51","Salem city","775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem city, Virginia",57185,"Salem city, Virginia",3326
"G5107900","2014-2018",,,"Virginia","51","Staunton city","790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Staunton city, Virginia",48049,"Staunton city, Virginia",2289
"G5108000","2014-2018",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk city, Virginia",70664,"Suffolk city, Virginia",2173
"G5108100","2014-2018",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Virginia Beach city, Virginia",74186,"Virginia Beach city, Virginia",953
"G5108200","2014-2018",,,"Virginia","51","Waynesboro city","820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waynesboro city, Virginia",45738,"Waynesboro city, Virginia",4299
"G5108300","2014-2018",,,"Virginia","51","Williamsburg city","830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg city, Virginia",56163,"Williamsburg city, Virginia",6110
"G5108400","2014-2018",,,"Virginia","51","Winchester city","840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Winchester city, Virginia",53797,"Winchester city, Virginia",4115
"G5300010","2014-2018",,,"Washington","53","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Washington",49142,"Adams County, Washington",5961
"G5300030","2014-2018",,,"Washington","53","Asotin County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asotin County, Washington",50423,"Asotin County, Washington",2558
"G5300050","2014-2018",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Washington",65650,"Benton County, Washington",2031
"G5300070","2014-2018",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chelan County, Washington",56135,"Chelan County, Washington",2615
"G5300090","2014-2018",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clallam County, Washington",49913,"Clallam County, Washington",1998
"G5300110","2014-2018",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Washington",71636,"Clark County, Washington",837
"G5300130","2014-2018",,,"Washington","53","Columbia County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Washington",51111,"Columbia County, Washington",5853
"G5300150","2014-2018",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cowlitz County, Washington",51752,"Cowlitz County, Washington",1326
"G5300170","2014-2018",,,"Washington","53","Douglas County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Washington",60452,"Douglas County, Washington",4163
"G5300190","2014-2018",,,"Washington","53","Ferry County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ferry County, Washington",41924,"Ferry County, Washington",2617
"G5300210","2014-2018",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Washington",62002,"Franklin County, Washington",2233
"G5300230","2014-2018",,,"Washington","53","Garfield County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Washington",52525,"Garfield County, Washington",7999
"G5300250","2014-2018",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Washington",54982,"Grant County, Washington",1906
"G5300270","2014-2018",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grays Harbor County, Washington",47770,"Grays Harbor County, Washington",2089
"G5300290","2014-2018",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Island County, Washington",64809,"Island County, Washington",1871
"G5300310","2014-2018",,,"Washington","53","Jefferson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Washington",54471,"Jefferson County, Washington",3254
"G5300330","2014-2018",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Washington",89418,"King County, Washington",784
"G5300350","2014-2018",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kitsap County, Washington",71610,"Kitsap County, Washington",1435
"G5300370","2014-2018",,,"Washington","53","Kittitas County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kittitas County, Washington",55193,"Kittitas County, Washington",2987
"G5300390","2014-2018",,,"Washington","53","Klickitat County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Klickitat County, Washington",54056,"Klickitat County, Washington",3710
"G5300410","2014-2018",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, Washington",50216,"Lewis County, Washington",2241
"G5300430","2014-2018",,,"Washington","53","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Washington",50744,"Lincoln County, Washington",3332
"G5300450","2014-2018",,,"Washington","53","Mason County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Washington",55726,"Mason County, Washington",1752
"G5300470","2014-2018",,,"Washington","53","Okanogan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okanogan County, Washington",45808,"Okanogan County, Washington",1529
"G5300490","2014-2018",,,"Washington","53","Pacific County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pacific County, Washington",44846,"Pacific County, Washington",2441
"G5300510","2014-2018",,,"Washington","53","Pend Oreille County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pend Oreille County, Washington",48583,"Pend Oreille County, Washington",2974
"G5300530","2014-2018",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Washington",67868,"Pierce County, Washington",839
"G5300550","2014-2018",,,"Washington","53","San Juan County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Washington",60711,"San Juan County, Washington",2517
"G5300570","2014-2018",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skagit County, Washington",62865,"Skagit County, Washington",1581
"G5300590","2014-2018",,,"Washington","53","Skamania County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Skamania County, Washington",58598,"Skamania County, Washington",4141
"G5300610","2014-2018",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Snohomish County, Washington",82751,"Snohomish County, Washington",856
"G5300630","2014-2018",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spokane County, Washington",54852,"Spokane County, Washington",814
"G5300650","2014-2018",,,"Washington","53","Stevens County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stevens County, Washington",49200,"Stevens County, Washington",2238
"G5300670","2014-2018",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Washington",69592,"Thurston County, Washington",1269
"G5300690","2014-2018",,,"Washington","53","Wahkiakum County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wahkiakum County, Washington",54085,"Wahkiakum County, Washington",4025
"G5300710","2014-2018",,,"Washington","53","Walla Walla County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walla Walla County, Washington",56533,"Walla Walla County, Washington",3168
"G5300730","2014-2018",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whatcom County, Washington",59285,"Whatcom County, Washington",1481
"G5300750","2014-2018",,,"Washington","53","Whitman County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitman County, Washington",42163,"Whitman County, Washington",2124
"G5300770","2014-2018",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakima County, Washington",49871,"Yakima County, Washington",1159
"G5400010","2014-2018",,,"West Virginia","54","Barbour County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barbour County, West Virginia",39580,"Barbour County, West Virginia",4632
"G5400030","2014-2018",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berkeley County, West Virginia",60615,"Berkeley County, West Virginia",1882
"G5400050","2014-2018",,,"West Virginia","54","Boone County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, West Virginia",38642,"Boone County, West Virginia",3787
"G5400070","2014-2018",,,"West Virginia","54","Braxton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Braxton County, West Virginia",42213,"Braxton County, West Virginia",5363
"G5400090","2014-2018",,,"West Virginia","54","Brooke County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooke County, West Virginia",49772,"Brooke County, West Virginia",3595
"G5400110","2014-2018",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabell County, West Virginia",38321,"Cabell County, West Virginia",1341
"G5400130","2014-2018",,,"West Virginia","54","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, West Virginia",37610,"Calhoun County, West Virginia",4796
"G5400150","2014-2018",,,"West Virginia","54","Clay County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, West Virginia",35875,"Clay County, West Virginia",4142
"G5400170","2014-2018",,,"West Virginia","54","Doddridge County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doddridge County, West Virginia",46449,"Doddridge County, West Virginia",9023
"G5400190","2014-2018",,,"West Virginia","54","Fayette County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, West Virginia",40379,"Fayette County, West Virginia",2019
"G5400210","2014-2018",,,"West Virginia","54","Gilmer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilmer County, West Virginia",35810,"Gilmer County, West Virginia",5509
"G5400230","2014-2018",,,"West Virginia","54","Grant County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, West Virginia",41071,"Grant County, West Virginia",4183
"G5400250","2014-2018",,,"West Virginia","54","Greenbrier County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenbrier County, West Virginia",39038,"Greenbrier County, West Virginia",2982
"G5400270","2014-2018",,,"West Virginia","54","Hampshire County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampshire County, West Virginia",40099,"Hampshire County, West Virginia",3403
"G5400290","2014-2018",,,"West Virginia","54","Hancock County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, West Virginia",45580,"Hancock County, West Virginia",2306
"G5400310","2014-2018",,,"West Virginia","54","Hardy County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardy County, West Virginia",47186,"Hardy County, West Virginia",5626
"G5400330","2014-2018",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, West Virginia",50433,"Harrison County, West Virginia",2080
"G5400350","2014-2018",,,"West Virginia","54","Jackson County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, West Virginia",44783,"Jackson County, West Virginia",4810
"G5400370","2014-2018",,,"West Virginia","54","Jefferson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, West Virginia",76503,"Jefferson County, West Virginia",3712
"G5400390","2014-2018",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kanawha County, West Virginia",45426,"Kanawha County, West Virginia",1901
"G5400410","2014-2018",,,"West Virginia","54","Lewis County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis County, West Virginia",39423,"Lewis County, West Virginia",2644
"G5400430","2014-2018",,,"West Virginia","54","Lincoln County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, West Virginia",37679,"Lincoln County, West Virginia",4815
"G5400450","2014-2018",,,"West Virginia","54","Logan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, West Virginia",38123,"Logan County, West Virginia",3369
"G5400470","2014-2018",,,"West Virginia","54","McDowell County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, West Virginia",26547,"McDowell County, West Virginia",1915
"G5400490","2014-2018",,,"West Virginia","54","Marion County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, West Virginia",48605,"Marion County, West Virginia",1960
"G5400510","2014-2018",,,"West Virginia","54","Marshall County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, West Virginia",43918,"Marshall County, West Virginia",3875
"G5400530","2014-2018",,,"West Virginia","54","Mason County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, West Virginia",40347,"Mason County, West Virginia",4476
"G5400550","2014-2018",,,"West Virginia","54","Mercer County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, West Virginia",39372,"Mercer County, West Virginia",2773
"G5400570","2014-2018",,,"West Virginia","54","Mineral County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, West Virginia",46354,"Mineral County, West Virginia",2927
"G5400590","2014-2018",,,"West Virginia","54","Mingo County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mingo County, West Virginia",31305,"Mingo County, West Virginia",1875
"G5400610","2014-2018",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monongalia County, West Virginia",49926,"Monongalia County, West Virginia",1659
"G5400630","2014-2018",,,"West Virginia","54","Monroe County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, West Virginia",36493,"Monroe County, West Virginia",3240
"G5400650","2014-2018",,,"West Virginia","54","Morgan County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, West Virginia",50661,"Morgan County, West Virginia",3044
"G5400670","2014-2018",,,"West Virginia","54","Nicholas County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nicholas County, West Virginia",38468,"Nicholas County, West Virginia",2229
"G5400690","2014-2018",,,"West Virginia","54","Ohio County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, West Virginia",48418,"Ohio County, West Virginia",2166
"G5400710","2014-2018",,,"West Virginia","54","Pendleton County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pendleton County, West Virginia",41210,"Pendleton County, West Virginia",2678
"G5400730","2014-2018",,,"West Virginia","54","Pleasants County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pleasants County, West Virginia",48563,"Pleasants County, West Virginia",8704
"G5400750","2014-2018",,,"West Virginia","54","Pocahontas County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocahontas County, West Virginia",39702,"Pocahontas County, West Virginia",3485
"G5400770","2014-2018",,,"West Virginia","54","Preston County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preston County, West Virginia",48317,"Preston County, West Virginia",2110
"G5400790","2014-2018",,,"West Virginia","54","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, West Virginia",59626,"Putnam County, West Virginia",4177
"G5400810","2014-2018",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Raleigh County, West Virginia",42296,"Raleigh County, West Virginia",2195
"G5400830","2014-2018",,,"West Virginia","54","Randolph County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, West Virginia",41094,"Randolph County, West Virginia",2882
"G5400850","2014-2018",,,"West Virginia","54","Ritchie County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ritchie County, West Virginia",44472,"Ritchie County, West Virginia",4018
"G5400870","2014-2018",,,"West Virginia","54","Roane County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roane County, West Virginia",34300,"Roane County, West Virginia",3031
"G5400890","2014-2018",,,"West Virginia","54","Summers County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Summers County, West Virginia",36049,"Summers County, West Virginia",2066
"G5400910","2014-2018",,,"West Virginia","54","Taylor County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, West Virginia",47205,"Taylor County, West Virginia",2734
"G5400930","2014-2018",,,"West Virginia","54","Tucker County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tucker County, West Virginia",45655,"Tucker County, West Virginia",3125
"G5400950","2014-2018",,,"West Virginia","54","Tyler County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler County, West Virginia",41108,"Tyler County, West Virginia",4184
"G5400970","2014-2018",,,"West Virginia","54","Upshur County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upshur County, West Virginia",40401,"Upshur County, West Virginia",2606
"G5400990","2014-2018",,,"West Virginia","54","Wayne County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, West Virginia",36875,"Wayne County, West Virginia",3738
"G5401010","2014-2018",,,"West Virginia","54","Webster County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, West Virginia",34312,"Webster County, West Virginia",5089
"G5401030","2014-2018",,,"West Virginia","54","Wetzel County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wetzel County, West Virginia",42125,"Wetzel County, West Virginia",2794
"G5401050","2014-2018",,,"West Virginia","54","Wirt County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wirt County, West Virginia",40189,"Wirt County, West Virginia",3985
"G5401070","2014-2018",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wood County, West Virginia",45958,"Wood County, West Virginia",1776
"G5401090","2014-2018",,,"West Virginia","54","Wyoming County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, West Virginia",40045,"Wyoming County, West Virginia",3596
"G5500010","2014-2018",,,"Wisconsin","55","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Wisconsin",43280,"Adams County, Wisconsin",1717
"G5500030","2014-2018",,,"Wisconsin","55","Ashland County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashland County, Wisconsin",43861,"Ashland County, Wisconsin",2544
"G5500050","2014-2018",,,"Wisconsin","55","Barron County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barron County, Wisconsin",50903,"Barron County, Wisconsin",1817
"G5500070","2014-2018",,,"Wisconsin","55","Bayfield County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayfield County, Wisconsin",52910,"Bayfield County, Wisconsin",1503
"G5500090","2014-2018",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Wisconsin",59963,"Brown County, Wisconsin",1393
"G5500110","2014-2018",,,"Wisconsin","55","Buffalo County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Wisconsin",57134,"Buffalo County, Wisconsin",1499
"G5500130","2014-2018",,,"Wisconsin","55","Burnett County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burnett County, Wisconsin",49982,"Burnett County, Wisconsin",1413
"G5500150","2014-2018",,,"Wisconsin","55","Calumet County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calumet County, Wisconsin",72530,"Calumet County, Wisconsin",2598
"G5500170","2014-2018",,,"Wisconsin","55","Chippewa County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chippewa County, Wisconsin",57288,"Chippewa County, Wisconsin",1687
"G5500190","2014-2018",,,"Wisconsin","55","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Wisconsin",51872,"Clark County, Wisconsin",927
"G5500210","2014-2018",,,"Wisconsin","55","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Wisconsin",65348,"Columbia County, Wisconsin",1584
"G5500230","2014-2018",,,"Wisconsin","55","Crawford County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Wisconsin",48853,"Crawford County, Wisconsin",1777
"G5500250","2014-2018",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dane County, Wisconsin",70541,"Dane County, Wisconsin",997
"G5500270","2014-2018",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Wisconsin",58870,"Dodge County, Wisconsin",1805
"G5500290","2014-2018",,,"Wisconsin","55","Door County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Door County, Wisconsin",58287,"Door County, Wisconsin",1960
"G5500310","2014-2018",,,"Wisconsin","55","Douglas County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Wisconsin",52480,"Douglas County, Wisconsin",2058
"G5500330","2014-2018",,,"Wisconsin","55","Dunn County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunn County, Wisconsin",56268,"Dunn County, Wisconsin",2577
"G5500350","2014-2018",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eau Claire County, Wisconsin",55711,"Eau Claire County, Wisconsin",1487
"G5500370","2014-2018",,,"Wisconsin","55","Florence County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence County, Wisconsin",49128,"Florence County, Wisconsin",4882
"G5500390","2014-2018",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fond du Lac County, Wisconsin",59373,"Fond du Lac County, Wisconsin",1270
"G5500410","2014-2018",,,"Wisconsin","55","Forest County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forest County, Wisconsin",44313,"Forest County, Wisconsin",1984
"G5500430","2014-2018",,,"Wisconsin","55","Grant County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Wisconsin",52958,"Grant County, Wisconsin",1330
"G5500450","2014-2018",,,"Wisconsin","55","Green County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green County, Wisconsin",62699,"Green County, Wisconsin",2311
"G5500470","2014-2018",,,"Wisconsin","55","Green Lake County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Green Lake County, Wisconsin",53260,"Green Lake County, Wisconsin",1695
"G5500490","2014-2018",,,"Wisconsin","55","Iowa County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Wisconsin",62785,"Iowa County, Wisconsin",3091
"G5500510","2014-2018",,,"Wisconsin","55","Iron County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iron County, Wisconsin",40801,"Iron County, Wisconsin",2325
"G5500530","2014-2018",,,"Wisconsin","55","Jackson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Wisconsin",52984,"Jackson County, Wisconsin",2972
"G5500550","2014-2018",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Wisconsin",63676,"Jefferson County, Wisconsin",2189
"G5500570","2014-2018",,,"Wisconsin","55","Juneau County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juneau County, Wisconsin",51056,"Juneau County, Wisconsin",1694
"G5500590","2014-2018",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenosha County, Wisconsin",60929,"Kenosha County, Wisconsin",1528
"G5500610","2014-2018",,,"Wisconsin","55","Kewaunee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kewaunee County, Wisconsin",63118,"Kewaunee County, Wisconsin",2388
"G5500630","2014-2018",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Crosse County, Wisconsin",55479,"La Crosse County, Wisconsin",1432
"G5500650","2014-2018",,,"Wisconsin","55","Lafayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Wisconsin",59629,"Lafayette County, Wisconsin",1865
