GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJZAE001,NAME_M,AJZAM001
"G1800330","2014-2018",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Indiana",53808,"DeKalb County, Indiana",2076
"G1800350","2014-2018",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Indiana",42705,"Delaware County, Indiana",1457
"G1800370","2014-2018",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubois County, Indiana",58994,"Dubois County, Indiana",3970
"G1800390","2014-2018",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkhart County, Indiana",55399,"Elkhart County, Indiana",1260
"G1800410","2014-2018",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Indiana",43317,"Fayette County, Indiana",2254
"G1800430","2014-2018",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Indiana",61754,"Floyd County, Indiana",1792
"G1800450","2014-2018",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fountain County, Indiana",49887,"Fountain County, Indiana",2840
"G1800470","2014-2018",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Indiana",58382,"Franklin County, Indiana",2930
"G1800490","2014-2018",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Indiana",49333,"Fulton County, Indiana",3213
"G1800510","2014-2018",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Indiana",52620,"Gibson County, Indiana",2726
"G1800530","2014-2018",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",42593,"Grant County, Indiana",1787
"G1800550","2014-2018",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Indiana",49177,"Greene County, Indiana",2746
"G1800570","2014-2018",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Indiana",94644,"Hamilton County, Indiana",2262
"G1800590","2014-2018",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",73142,"Hancock County, Indiana",2186
"G1800610","2014-2018",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Indiana",57132,"Harrison County, Indiana",3313
"G1800630","2014-2018",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendricks County, Indiana",78355,"Hendricks County, Indiana",1631
"G1800650","2014-2018",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Indiana",48235,"Henry County, Indiana",1827
"G1800670","2014-2018",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Indiana",50869,"Howard County, Indiana",1938
"G1800690","2014-2018",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington County, Indiana",52208,"Huntington County, Indiana",1838
"G1800710","2014-2018",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Indiana",49506,"Jackson County, Indiana",3494
"G1800730","2014-2018",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Indiana",59574,"Jasper County, Indiana",2374
"G1800750","2014-2018",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jay County, Indiana",44772,"Jay County, Indiana",3006
"G1800770","2014-2018",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Indiana",51119,"Jefferson County, Indiana",2756
"G1800790","2014-2018",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jennings County, Indiana",49801,"Jennings County, Indiana",3944
"G1800810","2014-2018",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Indiana",68712,"Johnson County, Indiana",2115
"G1800830","2014-2018",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Indiana",46457,"Knox County, Indiana",2124
"G1800850","2014-2018",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",58402,"Kosciusko County, Indiana",1991
"G1800870","2014-2018",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaGrange County, Indiana",60675,"LaGrange County, Indiana",2948
"G1800890","2014-2018",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Indiana",54249,"Lake County, Indiana",720
"G1800910","2014-2018",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaPorte County, Indiana",51101,"LaPorte County, Indiana",1370
"G1800930","2014-2018",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Indiana",52092,"Lawrence County, Indiana",2964
"G1800950","2014-2018",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Indiana",47436,"Madison County, Indiana",1274
"G1800970","2014-2018",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Indiana",46692,"Marion County, Indiana",604
"G1800990","2014-2018",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Indiana",54229,"Marshall County, Indiana",1733
"G1801010","2014-2018",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Indiana",51224,"Martin County, Indiana",3619
"G1801030","2014-2018",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Indiana",47460,"Miami County, Indiana",2030
"G1801050","2014-2018",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",47075,"Monroe County, Indiana",1695
"G1801070","2014-2018",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",53610,"Montgomery County, Indiana",2718
"G1801090","2014-2018",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",62462,"Morgan County, Indiana",1888
"G1801110","2014-2018",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",53146,"Newton County, Indiana",3168
"G1801130","2014-2018",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",55033,"Noble County, Indiana",2988
"G1801150","2014-2018",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",61148,"Ohio County, Indiana",4376
"G1801170","2014-2018",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",45341,"Orange County, Indiana",3741
"G1801190","2014-2018",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",48667,"Owen County, Indiana",3749
"G1801210","2014-2018",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",48788,"Parke County, Indiana",4186
"G1801230","2014-2018",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",51064,"Perry County, Indiana",2558
"G1801250","2014-2018",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",52527,"Pike County, Indiana",2812
"G1801270","2014-2018",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",68044,"Porter County, Indiana",1777
"G1801290","2014-2018",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",62583,"Posey County, Indiana",3006
"G1801310","2014-2018",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",48370,"Pulaski County, Indiana",3970
"G1801330","2014-2018",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",56169,"Putnam County, Indiana",2581
"G1801350","2014-2018",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",45601,"Randolph County, Indiana",1885
"G1801370","2014-2018",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",56295,"Ripley County, Indiana",2366
"G1801390","2014-2018",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",50535,"Rush County, Indiana",2767
"G1801410","2014-2018",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",50938,"St. Joseph County, Indiana",1172
"G1801430","2014-2018",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",47123,"Scott County, Indiana",3243
"G1801450","2014-2018",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",59214,"Shelby County, Indiana",3320
"G1801470","2014-2018",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Indiana",56998,"Spencer County, Indiana",3103
"G1801490","2014-2018",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starke County, Indiana",48895,"Starke County, Indiana",2227
"G1801510","2014-2018",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, Indiana",56101,"Steuben County, Indiana",2154
"G1801530","2014-2018",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Indiana",46517,"Sullivan County, Indiana",3212
"G1801550","2014-2018",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Switzerland County, Indiana",47929,"Switzerland County, Indiana",4007
"G1801570","2014-2018",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",51844,"Tippecanoe County, Indiana",1478
"G1801590","2014-2018",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tipton County, Indiana",55479,"Tipton County, Indiana",2947
"G1801610","2014-2018",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Indiana",48227,"Union County, Indiana",3082
"G1801630","2014-2018",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",46943,"Vanderburgh County, Indiana",1167
"G1801650","2014-2018",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermillion County, Indiana",48377,"Vermillion County, Indiana",2530
"G1801670","2014-2018",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vigo County, Indiana",43859,"Vigo County, Indiana",1170
"G1801690","2014-2018",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Indiana",50637,"Wabash County, Indiana",1869
"G1801710","2014-2018",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Indiana",61148,"Warren County, Indiana",5411
"G1801730","2014-2018",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warrick County, Indiana",70648,"Warrick County, Indiana",2954
"G1801750","2014-2018",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Indiana",47078,"Washington County, Indiana",3538
"G1801770","2014-2018",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Indiana",44228,"Wayne County, Indiana",1545
"G1801790","2014-2018",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, Indiana",56265,"Wells County, Indiana",3748
"G1801810","2014-2018",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Indiana",55086,"White County, Indiana",2801
"G1801830","2014-2018",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Indiana",61153,"Whitley County, Indiana",2213
"G1900010","2014-2018",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Iowa",51859,"Adair County, Iowa",2747
"G1900030","2014-2018",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Iowa",49229,"Adams County, Iowa",4027
"G1900050","2014-2018",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allamakee County, Iowa",51057,"Allamakee County, Iowa",4814
"G1900070","2014-2018",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appanoose County, Iowa",41111,"Appanoose County, Iowa",2506
"G1900090","2014-2018",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Audubon County, Iowa",50397,"Audubon County, Iowa",3408
"G1900110","2014-2018",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Iowa",65475,"Benton County, Iowa",2555
"G1900130","2014-2018",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",52688,"Black Hawk County, Iowa",1246
"G1900150","2014-2018",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Iowa",61111,"Boone County, Iowa",2181
"G1900170","2014-2018",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bremer County, Iowa",68023,"Bremer County, Iowa",3461
"G1900190","2014-2018",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Iowa",61409,"Buchanan County, Iowa",4096
"G1900210","2014-2018",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista County, Iowa",54556,"Buena Vista County, Iowa",2888
"G1900230","2014-2018",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Iowa",55999,"Butler County, Iowa",2104
"G1900250","2014-2018",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Iowa",50800,"Calhoun County, Iowa",2591
"G1900270","2014-2018",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Iowa",57674,"Carroll County, Iowa",3499
"G1900290","2014-2018",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Iowa",48178,"Cass County, Iowa",3562
"G1900310","2014-2018",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Iowa",65791,"Cedar County, Iowa",2054
"G1900330","2014-2018",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cerro Gordo County, Iowa",52902,"Cerro Gordo County, Iowa",1573
"G1900350","2014-2018",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Iowa",54658,"Cherokee County, Iowa",3742
"G1900370","2014-2018",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Iowa",55385,"Chickasaw County, Iowa",3375
"G1900390","2014-2018",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Iowa",51571,"Clarke County, Iowa",2506
"G1900410","2014-2018",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Iowa",47874,"Clay County, Iowa",4268
"G1900430","2014-2018",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton County, Iowa",52828,"Clayton County, Iowa",3652
"G1900450","2014-2018",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Iowa",50156,"Clinton County, Iowa",2409
"G1900470","2014-2018",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Iowa",53609,"Crawford County, Iowa",2350
"G1900490","2014-2018",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Iowa",84790,"Dallas County, Iowa",2628
"G1900510","2014-2018",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Iowa",58464,"Davis County, Iowa",7129
"G1900530","2014-2018",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Iowa",42614,"Decatur County, Iowa",2685
"G1900550","2014-2018",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Iowa",61179,"Delaware County, Iowa",3973
"G1900570","2014-2018",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Des Moines County, Iowa",49977,"Des Moines County, Iowa",1920
"G1900590","2014-2018",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Iowa",58099,"Dickinson County, Iowa",5435
"G1900610","2014-2018",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubuque County, Iowa",61321,"Dubuque County, Iowa",1092
"G1900630","2014-2018",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmet County, Iowa",48542,"Emmet County, Iowa",5719
"G1900650","2014-2018",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Iowa",50015,"Fayette County, Iowa",1852
"G1900670","2014-2018",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Iowa",48110,"Floyd County, Iowa",3133
"G1900690","2014-2018",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Iowa",53742,"Franklin County, Iowa",2544
"G1900710","2014-2018",,,"Iowa","19","Fremont County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Iowa",54281,"Fremont County, Iowa",3367
"G1900730","2014-2018",,,"Iowa","19","Greene County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Iowa",54050,"Greene County, Iowa",4095
"G1900750","2014-2018",,,"Iowa","19","Grundy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Iowa",66965,"Grundy County, Iowa",2197
"G1900770","2014-2018",,,"Iowa","19","Guthrie County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guthrie County, Iowa",57075,"Guthrie County, Iowa",2016
"G1900790","2014-2018",,,"Iowa","19","Hamilton County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Iowa",56273,"Hamilton County, Iowa",2351
"G1900810","2014-2018",,,"Iowa","19","Hancock County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Iowa",61167,"Hancock County, Iowa",2294
"G1900830","2014-2018",,,"Iowa","19","Hardin County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Iowa",53872,"Hardin County, Iowa",2095
"G1900850","2014-2018",,,"Iowa","19","Harrison County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Iowa",60063,"Harrison County, Iowa",2340
"G1900870","2014-2018",,,"Iowa","19","Henry County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Iowa",52428,"Henry County, Iowa",2594
"G1900890","2014-2018",,,"Iowa","19","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Iowa",52742,"Howard County, Iowa",3010
"G1900910","2014-2018",,,"Iowa","19","Humboldt County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Iowa",52219,"Humboldt County, Iowa",3709
"G1900930","2014-2018",,,"Iowa","19","Ida County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ida County, Iowa",55969,"Ida County, Iowa",4584
"G1900950","2014-2018",,,"Iowa","19","Iowa County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Iowa",58570,"Iowa County, Iowa",5894
"G1900970","2014-2018",,,"Iowa","19","Jackson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Iowa",54070,"Jackson County, Iowa",3123
"G1900990","2014-2018",,,"Iowa","19","Jasper County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Iowa",55727,"Jasper County, Iowa",3204
"G1901010","2014-2018",,,"Iowa","19","Jefferson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Iowa",43378,"Jefferson County, Iowa",3950
"G1901030","2014-2018",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Iowa",61640,"Johnson County, Iowa",1417
"G1901050","2014-2018",,,"Iowa","19","Jones County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Iowa",56012,"Jones County, Iowa",2263
"G1901070","2014-2018",,,"Iowa","19","Keokuk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keokuk County, Iowa",51043,"Keokuk County, Iowa",2573
"G1901090","2014-2018",,,"Iowa","19","Kossuth County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kossuth County, Iowa",54146,"Kossuth County, Iowa",2475
"G1901110","2014-2018",,,"Iowa","19","Lee County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Iowa",48571,"Lee County, Iowa",2923
"G1901130","2014-2018",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Iowa",64862,"Linn County, Iowa",1320
"G1901150","2014-2018",,,"Iowa","19","Louisa County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisa County, Iowa",53943,"Louisa County, Iowa",4249
"G1901170","2014-2018",,,"Iowa","19","Lucas County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lucas County, Iowa",50206,"Lucas County, Iowa",3799
"G1901190","2014-2018",,,"Iowa","19","Lyon County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Iowa",64352,"Lyon County, Iowa",2639
"G1901210","2014-2018",,,"Iowa","19","Madison County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Iowa",64512,"Madison County, Iowa",4408
"G1901230","2014-2018",,,"Iowa","19","Mahaska County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahaska County, Iowa",52950,"Mahaska County, Iowa",1915
"G1901250","2014-2018",,,"Iowa","19","Marion County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Iowa",58492,"Marion County, Iowa",2948
"G1901270","2014-2018",,,"Iowa","19","Marshall County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Iowa",54027,"Marshall County, Iowa",1407
"G1901290","2014-2018",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Iowa",69177,"Mills County, Iowa",3483
"G1901310","2014-2018",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Iowa",55553,"Mitchell County, Iowa",2948
